Source,Target,Weight
Smoked Beer,Japanese Rice Lager,0
Euro Dark Lager,Japanese Rice Lager,0
Weizenbock,Japanese Rice Lager,0
American Black Ale,Cream Ale,0
American Double / Imperial IPA,Cream Ale,0
American Double / Imperial Pil,Cream Ale,0
American IPA,Cream Ale,0
American Double / Imperial Sto,Cream Ale,0
Scotch Ale / Wee Heavy,Cream Ale,0
Old Ale,Cream Ale,0
English Brown Ale,Cream Ale,0
Euro Pale Lager,Cream Ale,0
Munich Helles Lager,Cream Ale,0
Märzen / Oktoberfest,Cream Ale,0
Extra Special / Strong Bitter,Cream Ale,0
Saison / Farmhouse Ale,Cream Ale,0
Belgian Strong Pale Ale,Cream Ale,0
Flanders Red Ale,Cream Ale,0
Foreign / Export Stout,Cream Ale,0
Hefeweizen,Cream Ale,0
American Stout,Cream Ale,0
Herbed / Spiced Beer,Cream Ale,0
American Porter,Cream Ale,0
California Common / Steam Beer,Cream Ale,0
American Strong Ale,Cream Ale,0
American Pale Ale (APA),Cream Ale,0
Witbier,Cream Ale,0
English Barleywine,Cream Ale,0
Pumpkin Ale,Cream Ale,0
Japanese Rice Lager,Cream Ale,0
Cream Ale,Cream Ale,4
Fruit / Vegetable Beer,Cream Ale,0
Gose,Cream Ale,0
American Brown Ale,Cream Ale,0
American Barleywine,Cream Ale,0
American Pale Wheat Ale,Cream Ale,0
Rye Beer,Cream Ale,0
American Amber / Red Ale,Cream Ale,0
Belgian IPA,Cream Ale,0
German Pilsener,Cream Ale,0
Oatmeal Stout,Cream Ale,0
Bock,Cream Ale,0
English India Pale Ale (IPA),Cream Ale,0
Lambic - Fruit,Cream Ale,0
Dubbel,Cream Ale,0
Belgian Dark Ale,Cream Ale,0
Bière de Garde,Cream Ale,0
Baltic Porter,Cream Ale,0
Russian Imperial Stout,Cream Ale,0
American Blonde Ale,Cream Ale,0
Tripel,Cream Ale,0
Flanders Oud Bruin,Cream Ale,0
English Stout,Cream Ale,0
Quadrupel (Quad),Cream Ale,0
Milk / Sweet Stout,Cream Ale,0
Winter Warmer,Cream Ale,0
Vienna Lager,Cream Ale,0
Irish Red Ale,Cream Ale,0
American Adjunct Lager,Cream Ale,0
English Bitter,Cream Ale,0
Schwarzbier,Cream Ale,0
Belgian Strong Dark Ale,Cream Ale,0
Belgian Pale Ale,Cream Ale,0
Scottish Ale,Cream Ale,0
Light Lager,Cream Ale,0
American Amber / Red Lager,Cream Ale,0
American Pale Lager,Cream Ale,0
Dortmunder / Export Lager,Cream Ale,0
Altbier,Cream Ale,0
Berliner Weissbier,Cream Ale,0
English Porter,Cream Ale,0
Maibock / Helles Bock,Cream Ale,0
Irish Dry Stout,Cream Ale,0
Keller Bier / Zwickel Bier,Cream Ale,0
English Strong Ale,Cream Ale,0
Wheatwine,Cream Ale,0
English Pale Ale,Cream Ale,0
Bière de Champagne / Bière B,Cream Ale,0
Czech Pilsener,Cream Ale,0
American Wild Ale,Cream Ale,0
Doppelbock,Cream Ale,0
Dunkelweizen,Cream Ale,0
Gueuze,Cream Ale,0
Eisbock,Cream Ale,0
Euro Strong Lager,Cream Ale,0
Scottish Gruit / Ancient Herbe,Cream Ale,0
Lambic - Unblended,Cream Ale,0
Munich Dunkel Lager,Cream Ale,0
Roggenbier,Cream Ale,0
Faro,Cream Ale,0
Kölsch,Cream Ale,1
American Dark Wheat Ale,Cream Ale,0
Sahti,Cream Ale,0
Smoked Beer,Cream Ale,0
Euro Dark Lager,Cream Ale,0
Weizenbock,Cream Ale,0
American Black Ale,Fruit / Vegetable Beer,0
American Double / Imperial IPA,Fruit / Vegetable Beer,0
American Double / Imperial Pil,Fruit / Vegetable Beer,0
American IPA,Fruit / Vegetable Beer,0
American Double / Imperial Sto,Fruit / Vegetable Beer,0
Scotch Ale / Wee Heavy,Fruit / Vegetable Beer,0
Old Ale,Fruit / Vegetable Beer,0
English Brown Ale,Fruit / Vegetable Beer,0
Euro Pale Lager,Fruit / Vegetable Beer,0
Munich Helles Lager,Fruit / Vegetable Beer,0
Märzen / Oktoberfest,Fruit / Vegetable Beer,0
Extra Special / Strong Bitter,Fruit / Vegetable Beer,0
Saison / Farmhouse Ale,Fruit / Vegetable Beer,0
Belgian Strong Pale Ale,Fruit / Vegetable Beer,0
Flanders Red Ale,Fruit / Vegetable Beer,0
Foreign / Export Stout,Fruit / Vegetable Beer,0
Hefeweizen,Fruit / Vegetable Beer,0
American Stout,Fruit / Vegetable Beer,0
Herbed / Spiced Beer,Fruit / Vegetable Beer,0
American Porter,Fruit / Vegetable Beer,0
California Common / Steam Beer,Fruit / Vegetable Beer,0
American Strong Ale,Fruit / Vegetable Beer,0
American Pale Ale (APA),Fruit / Vegetable Beer,0
Witbier,Fruit / Vegetable Beer,0
English Barleywine,Fruit / Vegetable Beer,0
Pumpkin Ale,Fruit / Vegetable Beer,0
Japanese Rice Lager,Fruit / Vegetable Beer,0
Cream Ale,Fruit / Vegetable Beer,0
Fruit / Vegetable Beer,Fruit / Vegetable Beer,11
Gose,Fruit / Vegetable Beer,0
American Brown Ale,Fruit / Vegetable Beer,0
American Barleywine,Fruit / Vegetable Beer,0
American Pale Wheat Ale,Fruit / Vegetable Beer,0
Rye Beer,Fruit / Vegetable Beer,0
American Amber / Red Ale,Fruit / Vegetable Beer,0
Belgian IPA,Fruit / Vegetable Beer,0
German Pilsener,Fruit / Vegetable Beer,0
Oatmeal Stout,Fruit / Vegetable Beer,0
Bock,Fruit / Vegetable Beer,0
English India Pale Ale (IPA),Fruit / Vegetable Beer,0
Lambic - Fruit,Fruit / Vegetable Beer,0
Dubbel,Fruit / Vegetable Beer,0
Belgian Dark Ale,Fruit / Vegetable Beer,0
Bière de Garde,Fruit / Vegetable Beer,0
Baltic Porter,Fruit / Vegetable Beer,0
Russian Imperial Stout,Fruit / Vegetable Beer,0
American Blonde Ale,Fruit / Vegetable Beer,0
Tripel,Fruit / Vegetable Beer,0
Flanders Oud Bruin,Fruit / Vegetable Beer,0
English Stout,Fruit / Vegetable Beer,0
Quadrupel (Quad),Fruit / Vegetable Beer,0
Milk / Sweet Stout,Fruit / Vegetable Beer,1
Winter Warmer,Fruit / Vegetable Beer,0
Vienna Lager,Fruit / Vegetable Beer,0
Irish Red Ale,Fruit / Vegetable Beer,0
American Adjunct Lager,Fruit / Vegetable Beer,0
English Bitter,Fruit / Vegetable Beer,0
Schwarzbier,Fruit / Vegetable Beer,0
Belgian Strong Dark Ale,Fruit / Vegetable Beer,0
Belgian Pale Ale,Fruit / Vegetable Beer,0
Scottish Ale,Fruit / Vegetable Beer,0
Light Lager,Fruit / Vegetable Beer,0
American Amber / Red Lager,Fruit / Vegetable Beer,0
American Pale Lager,Fruit / Vegetable Beer,0
Dortmunder / Export Lager,Fruit / Vegetable Beer,0
Altbier,Fruit / Vegetable Beer,0
Berliner Weissbier,Fruit / Vegetable Beer,0
English Porter,Fruit / Vegetable Beer,0
Maibock / Helles Bock,Fruit / Vegetable Beer,0
Irish Dry Stout,Fruit / Vegetable Beer,0
Keller Bier / Zwickel Bier,Fruit / Vegetable Beer,0
English Strong Ale,Fruit / Vegetable Beer,0
Wheatwine,Fruit / Vegetable Beer,0
English Pale Ale,Fruit / Vegetable Beer,0
Bière de Champagne / Bière B,Fruit / Vegetable Beer,0
Czech Pilsener,Fruit / Vegetable Beer,0
American Wild Ale,Fruit / Vegetable Beer,0
Doppelbock,Fruit / Vegetable Beer,0
Dunkelweizen,Fruit / Vegetable Beer,0
Gueuze,Fruit / Vegetable Beer,0
Eisbock,Fruit / Vegetable Beer,0
Euro Strong Lager,Fruit / Vegetable Beer,0
Scottish Gruit / Ancient Herbe,Fruit / Vegetable Beer,0
Lambic - Unblended,Fruit / Vegetable Beer,0
Munich Dunkel Lager,Fruit / Vegetable Beer,0
Roggenbier,Fruit / Vegetable Beer,0
Faro,Fruit / Vegetable Beer,0
Kölsch,Fruit / Vegetable Beer,0
American Dark Wheat Ale,Fruit / Vegetable Beer,0
Sahti,Fruit / Vegetable Beer,0
Smoked Beer,Fruit / Vegetable Beer,0
Euro Dark Lager,Fruit / Vegetable Beer,0
Weizenbock,Fruit / Vegetable Beer,0
American Black Ale,Gose,0
American Double / Imperial IPA,Gose,0
American Double / Imperial Pil,Gose,0
American IPA,Gose,0
American Double / Imperial Sto,Gose,0
Scotch Ale / Wee Heavy,Gose,0
Old Ale,Gose,0
English Brown Ale,Gose,0
Euro Pale Lager,Gose,0
Munich Helles Lager,Gose,0
Märzen / Oktoberfest,Gose,0
Extra Special / Strong Bitter,Gose,0
Saison / Farmhouse Ale,Gose,0
Belgian Strong Pale Ale,Gose,0
Flanders Red Ale,Gose,0
Foreign / Export Stout,Gose,0
Hefeweizen,Gose,0
American Stout,Gose,0
Herbed / Spiced Beer,Gose,0
American Porter,Gose,0
California Common / Steam Beer,Gose,0
American Strong Ale,Gose,0
American Pale Ale (APA),Gose,0
Witbier,Gose,0
English Barleywine,Gose,0
Pumpkin Ale,Gose,0
Japanese Rice Lager,Gose,0
Cream Ale,Gose,0
Fruit / Vegetable Beer,Gose,0
Gose,Gose,1
American Brown Ale,Gose,0
American Barleywine,Gose,0
American Pale Wheat Ale,Gose,0
Rye Beer,Gose,0
American Amber / Red Ale,Gose,0
Belgian IPA,Gose,0
German Pilsener,Gose,0
Oatmeal Stout,Gose,0
Bock,Gose,0
English India Pale Ale (IPA),Gose,0
Lambic - Fruit,Gose,0
Dubbel,Gose,0
Belgian Dark Ale,Gose,0
Bière de Garde,Gose,0
Baltic Porter,Gose,0
Russian Imperial Stout,Gose,0
American Blonde Ale,Gose,0
Tripel,Gose,0
Flanders Oud Bruin,Gose,0
English Stout,Gose,0
Quadrupel (Quad),Gose,0
Milk / Sweet Stout,Gose,0
Winter Warmer,Gose,0
Vienna Lager,Gose,0
Irish Red Ale,Gose,0
American Adjunct Lager,Gose,0
English Bitter,Gose,0
Schwarzbier,Gose,0
Belgian Strong Dark Ale,Gose,0
Belgian Pale Ale,Gose,0
Scottish Ale,Gose,0
Light Lager,Gose,0
American Amber / Red Lager,Gose,0
American Pale Lager,Gose,0
Dortmunder / Export Lager,Gose,0
Altbier,Gose,0
Berliner Weissbier,Gose,0
English Porter,Gose,0
Maibock / Helles Bock,Gose,0
Irish Dry Stout,Gose,0
Keller Bier / Zwickel Bier,Gose,0
English Strong Ale,Gose,0
Wheatwine,Gose,0
English Pale Ale,Gose,0
Bière de Champagne / Bière B,Gose,0
Czech Pilsener,Gose,0
American Wild Ale,Gose,0
Doppelbock,Gose,0
Dunkelweizen,Gose,0
Gueuze,Gose,0
Eisbock,Gose,0
Euro Strong Lager,Gose,0
Scottish Gruit / Ancient Herbe,Gose,0
Lambic - Unblended,Gose,0
Munich Dunkel Lager,Gose,0
Roggenbier,Gose,0
Faro,Gose,0
Kölsch,Gose,0
American Dark Wheat Ale,Gose,0
Sahti,Gose,0
Smoked Beer,Gose,0
Euro Dark Lager,Gose,0
Weizenbock,Gose,0
American Black Ale,American Brown Ale,0
American Double / Imperial IPA,American Brown Ale,1
American Double / Imperial Pil,American Brown Ale,0
American IPA,American Brown Ale,0
American Double / Imperial Sto,American Brown Ale,2
Scotch Ale / Wee Heavy,American Brown Ale,0
Old Ale,American Brown Ale,0
English Brown Ale,American Brown Ale,0
Euro Pale Lager,American Brown Ale,0
Munich Helles Lager,American Brown Ale,0
Märzen / Oktoberfest,American Brown Ale,0
Extra Special / Strong Bitter,American Brown Ale,0
Saison / Farmhouse Ale,American Brown Ale,1
Belgian Strong Pale Ale,American Brown Ale,0
Flanders Red Ale,American Brown Ale,0
Foreign / Export Stout,American Brown Ale,0
Hefeweizen,American Brown Ale,0
American Stout,American Brown Ale,1
Herbed / Spiced Beer,American Brown Ale,1
American Porter,American Brown Ale,0
California Common / Steam Beer,American Brown Ale,0
American Strong Ale,American Brown Ale,0
American Pale Ale (APA),American Brown Ale,0
Witbier,American Brown Ale,0
English Barleywine,American Brown Ale,0
Pumpkin Ale,American Brown Ale,0
Japanese Rice Lager,American Brown Ale,0
Cream Ale,American Brown Ale,0
Fruit / Vegetable Beer,American Brown Ale,0
Gose,American Brown Ale,0
American Brown Ale,American Brown Ale,19
American Barleywine,American Brown Ale,1
American Pale Wheat Ale,American Brown Ale,0
Rye Beer,American Brown Ale,0
American Amber / Red Ale,American Brown Ale,0
Belgian IPA,American Brown Ale,0
German Pilsener,American Brown Ale,0
Oatmeal Stout,American Brown Ale,0
Bock,American Brown Ale,0
English India Pale Ale (IPA),American Brown Ale,0
Lambic - Fruit,American Brown Ale,0
Dubbel,American Brown Ale,0
Belgian Dark Ale,American Brown Ale,0
Bière de Garde,American Brown Ale,0
Baltic Porter,American Brown Ale,0
Russian Imperial Stout,American Brown Ale,0
American Blonde Ale,American Brown Ale,0
Tripel,American Brown Ale,0
Flanders Oud Bruin,American Brown Ale,0
English Stout,American Brown Ale,0
Quadrupel (Quad),American Brown Ale,0
Milk / Sweet Stout,American Brown Ale,0
Winter Warmer,American Brown Ale,0
Vienna Lager,American Brown Ale,0
Irish Red Ale,American Brown Ale,0
American Adjunct Lager,American Brown Ale,0
English Bitter,American Brown Ale,0
Schwarzbier,American Brown Ale,0
Belgian Strong Dark Ale,American Brown Ale,0
Belgian Pale Ale,American Brown Ale,1
Scottish Ale,American Brown Ale,0
Light Lager,American Brown Ale,0
American Amber / Red Lager,American Brown Ale,0
American Pale Lager,American Brown Ale,0
Dortmunder / Export Lager,American Brown Ale,0
Altbier,American Brown Ale,0
Berliner Weissbier,American Brown Ale,0
English Porter,American Brown Ale,0
Maibock / Helles Bock,American Brown Ale,0
Irish Dry Stout,American Brown Ale,0
Keller Bier / Zwickel Bier,American Brown Ale,0
English Strong Ale,American Brown Ale,0
Wheatwine,American Brown Ale,0
English Pale Ale,American Brown Ale,0
Bière de Champagne / Bière B,American Brown Ale,0
Czech Pilsener,American Brown Ale,0
American Wild Ale,American Brown Ale,0
Doppelbock,American Brown Ale,0
Dunkelweizen,American Brown Ale,0
Gueuze,American Brown Ale,0
Eisbock,American Brown Ale,0
Euro Strong Lager,American Brown Ale,0
Scottish Gruit / Ancient Herbe,American Brown Ale,0
Lambic - Unblended,American Brown Ale,0
Munich Dunkel Lager,American Brown Ale,0
Roggenbier,American Brown Ale,0
Faro,American Brown Ale,0
Kölsch,American Brown Ale,0
American Dark Wheat Ale,American Brown Ale,0
Sahti,American Brown Ale,0
Smoked Beer,American Brown Ale,0
Euro Dark Lager,American Brown Ale,0
Weizenbock,American Brown Ale,0
American Black Ale,American Barleywine,0
American Double / Imperial IPA,American Barleywine,0
American Double / Imperial Pil,American Barleywine,0
American IPA,American Barleywine,0
American Double / Imperial Sto,American Barleywine,1
Scotch Ale / Wee Heavy,American Barleywine,0
Old Ale,American Barleywine,0
English Brown Ale,American Barleywine,0
Euro Pale Lager,American Barleywine,0
Munich Helles Lager,American Barleywine,0
Märzen / Oktoberfest,American Barleywine,0
Extra Special / Strong Bitter,American Barleywine,0
Saison / Farmhouse Ale,American Barleywine,0
Belgian Strong Pale Ale,American Barleywine,1
Flanders Red Ale,American Barleywine,0
Foreign / Export Stout,American Barleywine,0
Hefeweizen,American Barleywine,0
American Stout,American Barleywine,0
Herbed / Spiced Beer,American Barleywine,0
American Porter,American Barleywine,0
California Common / Steam Beer,American Barleywine,0
American Strong Ale,American Barleywine,0
American Pale Ale (APA),American Barleywine,0
Witbier,American Barleywine,0
English Barleywine,American Barleywine,1
Pumpkin Ale,American Barleywine,0
Japanese Rice Lager,American Barleywine,0
Cream Ale,American Barleywine,0
Fruit / Vegetable Beer,American Barleywine,0
Gose,American Barleywine,0
American Brown Ale,American Barleywine,1
American Barleywine,American Barleywine,15
American Pale Wheat Ale,American Barleywine,0
Rye Beer,American Barleywine,0
American Amber / Red Ale,American Barleywine,0
Belgian IPA,American Barleywine,0
German Pilsener,American Barleywine,0
Oatmeal Stout,American Barleywine,0
Bock,American Barleywine,0
English India Pale Ale (IPA),American Barleywine,0
Lambic - Fruit,American Barleywine,0
Dubbel,American Barleywine,0
Belgian Dark Ale,American Barleywine,0
Bière de Garde,American Barleywine,0
Baltic Porter,American Barleywine,0
Russian Imperial Stout,American Barleywine,0
American Blonde Ale,American Barleywine,1
Tripel,American Barleywine,0
Flanders Oud Bruin,American Barleywine,0
English Stout,American Barleywine,0
Quadrupel (Quad),American Barleywine,0
Milk / Sweet Stout,American Barleywine,1
Winter Warmer,American Barleywine,0
Vienna Lager,American Barleywine,0
Irish Red Ale,American Barleywine,0
American Adjunct Lager,American Barleywine,0
English Bitter,American Barleywine,0
Schwarzbier,American Barleywine,0
Belgian Strong Dark Ale,American Barleywine,0
Belgian Pale Ale,American Barleywine,0
Scottish Ale,American Barleywine,0
Light Lager,American Barleywine,0
American Amber / Red Lager,American Barleywine,0
American Pale Lager,American Barleywine,0
Dortmunder / Export Lager,American Barleywine,0
Altbier,American Barleywine,0
Berliner Weissbier,American Barleywine,0
English Porter,American Barleywine,0
Maibock / Helles Bock,American Barleywine,0
Irish Dry Stout,American Barleywine,0
Keller Bier / Zwickel Bier,American Barleywine,0
English Strong Ale,American Barleywine,0
Wheatwine,American Barleywine,0
English Pale Ale,American Barleywine,0
Bière de Champagne / Bière B,American Barleywine,0
Czech Pilsener,American Barleywine,0
American Wild Ale,American Barleywine,0
Doppelbock,American Barleywine,1
Dunkelweizen,American Barleywine,0
Gueuze,American Barleywine,0
Eisbock,American Barleywine,0
Euro Strong Lager,American Barleywine,0
Scottish Gruit / Ancient Herbe,American Barleywine,0
Lambic - Unblended,American Barleywine,0
Munich Dunkel Lager,American Barleywine,0
Roggenbier,American Barleywine,0
Faro,American Barleywine,0
Kölsch,American Barleywine,0
American Dark Wheat Ale,American Barleywine,0
Sahti,American Barleywine,0
Smoked Beer,American Barleywine,0
Euro Dark Lager,American Barleywine,0
Weizenbock,American Barleywine,0
American Black Ale,American Pale Wheat Ale,0
American Double / Imperial IPA,American Pale Wheat Ale,0
American Double / Imperial Pil,American Pale Wheat Ale,0
American IPA,American Pale Wheat Ale,0
American Double / Imperial Sto,American Pale Wheat Ale,0
Scotch Ale / Wee Heavy,American Pale Wheat Ale,0
Old Ale,American Pale Wheat Ale,0
English Brown Ale,American Pale Wheat Ale,0
Euro Pale Lager,American Pale Wheat Ale,0
Munich Helles Lager,American Pale Wheat Ale,0
Märzen / Oktoberfest,American Pale Wheat Ale,0
Extra Special / Strong Bitter,American Pale Wheat Ale,0
Saison / Farmhouse Ale,American Pale Wheat Ale,0
Belgian Strong Pale Ale,American Pale Wheat Ale,0
Flanders Red Ale,American Pale Wheat Ale,0
Foreign / Export Stout,American Pale Wheat Ale,0
Hefeweizen,American Pale Wheat Ale,0
American Stout,American Pale Wheat Ale,0
Herbed / Spiced Beer,American Pale Wheat Ale,0
American Porter,American Pale Wheat Ale,0
California Common / Steam Beer,American Pale Wheat Ale,0
American Strong Ale,American Pale Wheat Ale,0
American Pale Ale (APA),American Pale Wheat Ale,0
Witbier,American Pale Wheat Ale,0
English Barleywine,American Pale Wheat Ale,0
Pumpkin Ale,American Pale Wheat Ale,0
Japanese Rice Lager,American Pale Wheat Ale,0
Cream Ale,American Pale Wheat Ale,0
Fruit / Vegetable Beer,American Pale Wheat Ale,0
Gose,American Pale Wheat Ale,0
American Brown Ale,American Pale Wheat Ale,0
American Barleywine,American Pale Wheat Ale,0
American Pale Wheat Ale,American Pale Wheat Ale,10
Rye Beer,American Pale Wheat Ale,0
American Amber / Red Ale,American Pale Wheat Ale,0
Belgian IPA,American Pale Wheat Ale,0
German Pilsener,American Pale Wheat Ale,0
Oatmeal Stout,American Pale Wheat Ale,0
Bock,American Pale Wheat Ale,0
English India Pale Ale (IPA),American Pale Wheat Ale,0
Lambic - Fruit,American Pale Wheat Ale,0
Dubbel,American Pale Wheat Ale,0
Belgian Dark Ale,American Pale Wheat Ale,0
